,beijing,chicago,dubai,las vegas,london,montreal,new delhi,new york city,san francisco,shanghai
there?the,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kingpin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
monterey ?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
monterey,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0
etc.would,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
i.m 6ft3&quot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bellingham,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
g.c.,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
&quot;california,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
condo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
untiil,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
byblos cafe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
south west,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
visible,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
platter appetizer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nobles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
banana republic,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,5.0,0.0
neurotgena,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
i-215,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas airport,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
regina,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
sidewalk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ballys las vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tub,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
ballly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
n.j.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wynn..,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ceasars,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
grand suite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mariachi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
monte carlo,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
coupan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
great strip location,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bellargio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vegas location,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
paris village,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
garden grove,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
califas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
king room,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
m&amp;m,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jubillee,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
the best!las vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
northern strip,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas hotelsand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
$7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
visit!whoever,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
peopleluckys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
geesh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
regency,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
riverea,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
n.c.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
marguerita,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
north vegas strip,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vgas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
san juan,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
dollar,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
las vegas trip,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
polo towers,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"wynn, trump towers",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
polo,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
immediately'he,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
christine,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
darma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the polynesian village,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sharara,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
market city,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hawaiaan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas.sjones9090,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
myrle beach,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
manhattan beach,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bahama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yoplait,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
center city,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
planet holleywood,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jc,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0
belargio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mystere,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
krave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hiif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
derby,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
south side,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
again!juliana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beautiful!true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ascot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
side).it,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wadrobe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
soaps,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
columbus (,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
smoker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
straosphere,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
non-smoker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
boulder station,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rooms).the,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
offer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
s.c.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
luxxx,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cortez,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
tower strip,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kitty,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the american military,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kittys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
elco,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas trip report,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"sept,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unfortuntaly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
slummy,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
old vegas charm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
witnessed!i,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vintage vegas,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
purse;but,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas - hotel el cortez,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
autum,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas strip's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hearthside,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
world!&quot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
julie,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
las vegas - golden gate casino &amp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hamilton beach,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bernie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
gg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
vegas-strip,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pleasant vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shabbat,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
southpointe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hamilton,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
cameron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tropicanawe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fort laud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cancun,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
las vegas chinatown,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
television city,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nathans,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
rouge,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
prima,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
them!however,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wet republic area,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rainforest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wet republic,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
the sahara,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
diego,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
king bungalow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shibuya,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
belllagio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beyonce,0.0,0.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0
west wing,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
the las vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wolfgang,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
more2- best,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ambrosia,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
winners,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sw usa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
new york.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gondala,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
macdonlds,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
favourite vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
del taco,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
vancouver bc,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
there!!!anyway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
strata,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
the wet republic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seal beach,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anyway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
vegas?!!).we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lb,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
ga,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
you).i,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jonathon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
fiamma trattoria,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
whati,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cleopatra bar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
m&amp;m's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kitsch city,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sconzes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sheas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bathroom!$14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amazing!!!we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
neros bar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rapid roulette,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roman towers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
joannie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
that&quot;s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bette,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the pussycat dolls,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
him!another,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
banging,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
adult pool area,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
expidia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
augustine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
north las vegas blvd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
neros,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
trevi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
glasses!amusing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
blouder city,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sin city',0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
solvang,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0
dec 16 - dec,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
polaris,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roomcon:1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
einem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jj,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
le village,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
10:15pm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uti,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ile st louis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
belliagio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mandara,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fro m vegas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
navada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
paris!we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm_grand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
canelletos,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
buffet village,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
burton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kahunaville,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
bigshot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lenotre,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
st. louis missouri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas 2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
aa.com,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
checking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
marilynn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cantina,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0
hidden,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
the strip on flamingo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
longhorn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"tnt, usa",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
marilyns,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
catina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tuscany,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
nov/dec,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
marylyns,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
marilyns cafe,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dose2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegasthis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vega,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
dec 31-jan4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
batista’s hole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tara,0.0,0.0,0.0,7.0,58.0,0.0,4.0,1.0,2.0,0.0
fodor,0.0,0.0,0.0,1.0,10.0,4.0,0.0,5.0,5.0,0.0
this.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
marylin,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
keeep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anyway?all,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the western states,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas before,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
block c. bar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
maverick,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0
n,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0
excalibur,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
henderson boulder city,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
usa hotels.good,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
diff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
teh strip,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
balleys,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
west charleston,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
djt,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
etc).ps,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stove burners,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
blender,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bakersfield,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
priced.remember,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"the strip - wynn, bellagio",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mystique,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crazy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
n.nevada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lv blvd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas 15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
murrieta,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas - casinos,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas visitor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beliggio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
trump,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
jaywalk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mandalay).the,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
price3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas.we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rm,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
las vegas bl,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ihop,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the red rock,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
s.l.c.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
magnolia,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0
cellar,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
quot;bet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
baths,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dt,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
fremont st,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
binion's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jun 17 - 19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
las vegas anyway!we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mr sayed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sept 08.we,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cedar rapids,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
this!!!everything,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the magnolia cafe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vicki doles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tastey!!!casino,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cheaptrips,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dezdemona,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fq,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
magnolias,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
lansing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tulsa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
the fremont canopy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
excalibut,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
